Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,Property Type,Size,Price per Area,Price per Room
ampang,680,4,3,,,Terrace/Link House,1300,0.523076923,170
ampang,2000,3,2,2,,Flat,1217,1.643385374,666.6666667
ampang,2700,2,2,,Partly Furnished,Condominium,1400,1.928571429,1350
ampang,2100,2,2,1,Partly Furnished,Serviced Residence,856,2.453271028,1050
ampang,2400,2,2,,Fully Furnished,Serviced Residence,856,2.803738318,1200
ampang,2700,,,2,Fully Furnished,Serviced Residence,950,2.842105263,
ampang,4000,3,2,,Fully Furnished,Condominium,1360,2.941176471,1333.333333
ampang,3300,3,2,2,Fully Furnished,Serviced Residence,950,3.473684211,1100
ampang,2500,1,1,1,,Serviced Residence,680,3.676470588,2500
ampang,3500,2,2,1,Fully Furnished,Serviced Residence,860,4.069767442,1750
ampang,1280000,,,,,Residential Land,100000,12.8,
ampang,1600000,4,3,,Partly Furnished,Terrace/Link House,40000,40,400000
ampang,880000,,,,Unfurnished,Bungalow,7976,110.330993,
ampang,22000000,,,,,Residential Land,182952,120.2501203,
ampang,3000000,7,6,5,Partly Furnished,Bungalow,21635,138.6642015,428571.4286
ampang,600000,4,3,,Partly Furnished,Terrace/Link House,4000,150,150000
ampang,1020000,,,,,Residential Land,6800,150,
ampang,110000,3,2,1,Unknown,Terrace/Link House,720,152.7777778,36666.66667
ampang,700000,,,,,Residential Land,4231,165.4455212,
ampang,1280000,5,3,3,Unfurnished,Bungalow,7115,179.9016163,256000
ampang,1726560,8,6,6,,Residential Land,9592,180,215820
ampang,1726560,,,,Unfurnished,Residential Land,9592,180,
ampang,1750000,,,,,Residential Land,9590,182.4817518,
ampang,1700000,,,,Unfurnished,Residential Land,9052,187.8038003,
ampang,1350000,5,3,7,Partly Furnished,Bungalow,7115,189.7399859,270000
ampang,1238000,,,,,Bungalow,6400,193.4375,
ampang,1950000,,,,,Residential Land,9865,197.6685251,
ampang,600000,4,4,,,Bungalow,3000,200,150000
ampang,2800000,5,5,,Partly Furnished,Bungalow,14000,200,560000
ampang,800000,4,3,2,Partly Furnished,Terrace/Link House,3950,202.5316456,200000
ampang,1500000,6,4,,,Terrace/Link House,7189,208.6521074,250000
ampang,1400000,5,3,,,Residential Land,6500,215.3846154,280000
ampang,128000,2,1,,Unfurnished,Flat,592,216.2162162,64000
ampang,680000,5,4,2,Partly Furnished,Condominium,3000,226.6666667,136000
ampang,140000,3,2,,,Flat,617,226.904376,46666.66667
ampang,1600000,6,4,,Fully Furnished,Bungalow,7019,227.9526998,266666.6667
ampang,2300000,,,,,Bungalow,10000,230,
ampang,2300000,,,,,Residential Land,10000,230,
ampang,150000,2,1,,Partly Furnished,Flat,650,230.7692308,75000
ampang,700000,3,3,,Fully Furnished,Terrace/Link House,3000,233.3333333,233333.3333
ampang,700000,3,2,3,Partly Furnished,Terrace/Link House,2983,234.6630908,233333.3333
ampang,650000,5,3,2,,Condominium,2700,240.7407407,130000
ampang,800000,4,4,,Partly Furnished,Terrace/Link House,3300,242.4242424,200000
ampang,2299000,8,5,6,Partly Furnished,Bungalow,9381,245.069822,287375
ampang,738000,5,4,2,Partly Furnished,Condominium,3000,246,147600
ampang,738000,5,3,2,Fully Furnished,Condominium,3000,246,147600
ampang,4950000,,,,,Residential Land,20000,247.5,
ampang,140000,3,2,,Partly Furnished,Flat,560,250,46666.66667
ampang,28100000,,,,,Residential Land,112380,250.0444919,
ampang,2000000,,,,,Residential Land,7933,252.1114333,
ampang,3500000,5,5,,Fully Furnished,Bungalow,13753,254.4899295,700000
ampang,2800000,8,5,5,Partly Furnished,Bungalow,10600,264.1509434,350000
ampang,1400000,7,4,6,Unfurnished,Bungalow,5270,265.654649,200000
ampang,1000000,5,3,10,Partly Furnished,Terrace/Link House,3757,266.1698163,200000
ampang,2500000,6,4,4,Partly Furnished,Bungalow,9381,266.4961092,416666.6667
ampang,1200000,5,4,,,Terrace/Link House,4464,268.8172043,240000
ampang,1200000,5,4,,,Terrace/Link House,4464,268.8172043,240000
ampang,1600000,4,3,,Partly Furnished,Semi-detached House,5942,269.2696062,400000
ampang,1500000,,,,Unfurnished,Residential Land,5500,272.7272727,
ampang,180000,3,2,,Unfurnished,Flat,650,276.9230769,60000
ampang,750000,5,3,2,Partly Furnished,Condominium,2700,277.7777778,150000
ampang,2500000,6,5,4,Partly Furnished,Bungalow,9000,277.7777778,416666.6667
ampang,990000,5,3,,Unfurnished,Semi-detached House,3500,282.8571429,198000
ampang,4100000,,,,Unfurnished,Residential Land,14456,283.6192584,
ampang,750000,3,2,,,Terrace/Link House,2600,288.4615385,250000
ampang,845000,5,4,3,Partly Furnished,Terrace/Link House,2910,290.3780069,169000
ampang,1100000,7,4,,,Terrace/Link House,3778,291.1593436,157142.8571
ampang,850000,5,4,,Partly Furnished,Terrace/Link House,2910,292.0962199,170000
ampang,1750000,5,4,4,Partly Furnished,Semi-detached House,5942,294.5136318,350000
ampang,2950000,6,5,,,Bungalow,10000,295,491666.6667
ampang,2950000,6,5,,,Bungalow,10000,295,491666.6667
ampang,188000,2,1,2,Unknown,Flat,635,296.0629921,94000
ampang,3700000,8,4,,,Bungalow,12300,300.8130081,462500
ampang,3100000,,,,,Residential Land,10305,300.8248423,
ampang,500000,4,4,,Unfurnished,Terrace/Link House,1650,303.030303,125000
ampang,4500000,7,6,,,Bungalow,14750,305.0847458,642857.1429
ampang,280000,3,2,,Partly Furnished,Townhouse,900,311.1111111,93333.33333
ampang,8100000,8,8,10,Partly Furnished,Bungalow,26000,311.5384615,1012500
ampang,2650000,6,4,2,Partly Furnished,Bungalow,8500,311.7647059,441666.6667
ampang,945000,4,3,4,Unfurnished,Semi-detached House,3000,315,236250
ampang,915000,5,4,3,Partly Furnished,Semi-detached House,2900,315.5172414,183000
ampang,2500000,7,7,3,,Bungalow,7922,315.5768745,357142.8571
ampang,5300000,6,4,4,Partly Furnished,Bungalow,16640,318.5096154,883333.3333
ampang,4000000,5,5,3,Partly Furnished,Semi-detached House,12500,320,800000
ampang,2700000,6,5,4,Partly Furnished,Bungalow,8400,321.4285714,450000
ampang,420000,3,2,,Fully Furnished,Condominium,1300,323.0769231,140000
ampang,648000,4,3,2,Partly Furnished,Condominium,2000,324,162000
ampang,620000,4,3,,,Terrace/Link House,1900,326.3157895,155000
ampang,2600000,7,6,,Partly Furnished,Bungalow,7950,327.0440252,371428.5714
ampang,2780000,6,,6,Unfurnished,Bungalow,8500,327.0588235,463333.3333
ampang,950000,5,4,,Partly Furnished,Terrace/Link House,2900,327.5862069,190000
ampang,630000,4,3,,,Terrace/Link House,1920,328.125,157500
ampang,990000,5,4,6,Partly Furnished,Terrace/Link House,3000,330,198000
ampang,930000,5,3,,Partly Furnished,Bungalow,2800,332.1428571,186000
ampang,300000,3,2,1,Partly Furnished,Townhouse,900,333.3333333,100000
ampang,1000000,3,3,,Partly Furnished,Bungalow,3000,333.3333333,333333.3333
ampang,500000,3,2,1,Fully Furnished,Condominium,1485,336.7003367,166666.6667
ampang,8890000,6,6,6,,Bungalow,26200,339.3129771,1481666.667
ampang,4500000,7,5,,Partly Furnished,Bungalow,13250,339.6226415,642857.1429
ampang,820000,4,3,4,Partly Furnished,Terrace/Link House,2400,341.6666667,205000
ampang,2700000,7,7,,Partly Furnished,Semi-detached House,7900,341.7721519,385714.2857
ampang,8990000,8,5,10,Partly Furnished,Bungalow,26200,343.129771,1123750
ampang,415000,3,2,,Partly Furnished,Condominium,1207,343.8276719,138333.3333
ampang,2800000,5,5,,Unknown,Bungalow,8140,343.980344,560000
ampang,655000,3,3,,Partly Furnished,Condominium,1900,344.7368421,218333.3333
ampang,415000,3,2,,Partly Furnished,Condominium,1200,345.8333333,138333.3333
ampang,1250000,7,7,,,Terrace/Link House,3600,347.2222222,178571.4286
ampang,2500000,7,6,3,,Bungalow,7190,347.705146,357142.8571
ampang,2100000,7,7,6,Unfurnished,Semi-detached House,6000,350,300000
ampang,3100000,,,,,Residential Land,8831,351.0361227,
ampang,530000,3,2,1,Fully Furnished,Condominium,1500,353.3333333,176666.6667
ampang,1420000,5,4,,Partly Furnished,Semi-detached House,4000,355,284000
ampang,2900000,4,5,6,Partly Furnished,Bungalow,8140,356.2653563,725000
ampang,2700000,5,5,,Unfurnished,Bungalow,7500,360,540000
ampang,1300000,7,7,,,Terrace/Link House,3600,361.1111111,185714.2857
ampang,580000,4,4,2,Fully Furnished,Condominium,1600,362.5,145000
ampang,3990000,6,6,4,Partly Furnished,Bungalow,11000,362.7272727,665000
ampang,1090000,5,3,2,Partly Furnished,Bungalow,3000,363.3333333,218000
ampang,3100000,6,4,2,Partly Furnished,Bungalow,8500,364.7058824,516666.6667
ampang,480000,3,2,,Partly Furnished,Terrace/Link House,1300,369.2307692,160000
ampang,550000,3,2,,Partly Furnished,Condominium,1485,370.3703704,183333.3333
ampang,2600000,5,,,,Bungalow,7000,371.4285714,520000
ampang,2600000,5,,,,Bungalow,7000,371.4285714,520000
ampang,3600000,5,4,6,Unfurnished,Bungalow,9670,372.2854188,720000
ampang,450000,3,2,2,Partly Furnished,Condominium,1207,372.8251864,150000
ampang,450000,3,2,1,Partly Furnished,Condominium,1207,372.8251864,150000
ampang,2800000,5,5,,Fully Furnished,Semi-detached House,7500,373.3333333,560000
ampang,555000,3,2,1,Partly Furnished,Condominium,1485,373.7373737,185000
ampang,2100000,6,4,,Partly Furnished,Bungalow,5604,374.732334,350000
ampang,1350000,7,7,,Unfurnished,Terrace/Link House,3600,375,192857.1429
ampang,1350000,4,4,,Fully Furnished,Semi-detached House,3600,375,337500
ampang,3000000,5,4,,,Bungalow,8000,375,600000
ampang,4900000,7,6,6,Partly Furnished,Bungalow,13000,376.9230769,700000
ampang,4900000,7,6,6,Partly Furnished,Bungalow,13000,376.9230769,700000
ampang,2050000,7,7,,Partly Furnished,Semi-detached House,5420,378.2287823,292857.1429
ampang,1520000,6,5,,Partly Furnished,Terrace/Link House,4000,380,253333.3333
ampang,3800000,7,8,,Partly Furnished,Bungalow,10000,380,542857.1429
ampang,460000,3,2,1,Partly Furnished,Condominium,1207,381.1101906,153333.3333
ampang,460000,3,2,1,Partly Furnished,Condominium,1205,381.7427386,153333.3333
ampang,460000,3,2,,Partly Furnished,Terrace/Link House,1200,383.3333333,153333.3333
ampang,460000,2,2,1,Fully Furnished,Condominium,1200,383.3333333,230000
ampang,280000,3,2,1,Partly Furnished,Apartment,728,384.6153846,93333.33333
ampang,470000,3,2,2,Fully Furnished,Condominium,1207,389.3951947,156666.6667
ampang,580000,3,2,1,Partly Furnished,Condominium,1485,390.5723906,193333.3333
ampang,1250000,6,5,4,Unfurnished,Terrace/Link House,3200,390.625,208333.3333
ampang,2300000,5,4,,Partly Furnished,Bungalow,5886,390.7577302,460000
ampang,1500000,5,3,,Fully Furnished,Semi-detached House,3825,392.1568627,300000
ampang,1288000,5,4,1,,Condominium,3246,396.7960567,257600
ampang,1288000,5,4,1,Fully Furnished,Condominium,3246,396.7960567,257600
ampang,590000,3,2,1,Partly Furnished,Condominium,1485,397.3063973,196666.6667
ampang,500000,2,2,1,Fully Furnished,Condominium,1258,397.4562798,250000
ampang,480000,2,2,1,Partly Furnished,Condominium,1200,400,240000
ampang,4800000,6,7,,,Bungalow,12000,400,800000
ampang,2800000,1,1,1,Unfurnished,Bungalow,7000,400,2800000
ampang,2000000,6,6,,Fully Furnished,Semi-detached House,4969,402.4954719,333333.3333
ampang,600000,3,2,,Partly Furnished,Condominium,1485,404.040404,200000
ampang,600000,3,2,1,Partly Furnished,Condominium,1485,404.040404,200000
ampang,930000,5,5,2,Partly Furnished,Condominium,2300,404.3478261,186000
ampang,688000,3,3,2,Fully Furnished,Residential Land,1700,404.7058824,229333.3333
ampang,490000,3,2,2,Fully Furnished,Condominium,1207,405.965203,163333.3333
ampang,528000,3,2,,Partly Furnished,Terrace/Link House,1300,406.1538462,176000
ampang,2200000,6,6,2,Partly Furnished,Terrace/Link House,5403,407.1811956,366666.6667
ampang,1500000,9,4,,Partly Furnished,Bungalow,3680,407.6086957,166666.6667
ampang,610000,3,2,1,Fully Furnished,Condominium,1485,410.7744108,203333.3333
ampang,610000,3,2,1,Partly Furnished,Condominium,1485,410.7744108,203333.3333
ampang,5000000,5,5,,Partly Furnished,Bungalow,12160,411.1842105,1000000
ampang,520000,3,2,1,Unfurnished,Condominium,1258,413.354531,173333.3333
ampang,520000,2,2,1,Fully Furnished,Condominium,1258,413.354531,260000
ampang,820000,4,3,1,Fully Furnished,Condominium,1980,414.1414141,205000
ampang,4990000,8,7,6,Partly Furnished,Bungalow,12000,415.8333333,623750
ampang,423990,3,,,,Serviced Residence,1018,416.4931238,141330
ampang,750000,4,3,,Partly Furnished,Terrace/Link House,1800,416.6666667,187500
ampang,1500000,5,5,,Partly Furnished,Terrace/Link House,3600,416.6666667,300000
ampang,3500000,5,3,6,Unfurnished,Bungalow,8400,416.6666667,700000
ampang,5000000,7,8,,Partly Furnished,Terrace/Link House,12000,416.6666667,714285.7143
ampang,2180000,6,8,,Unfurnished,Bungalow,5231,416.74632,363333.3333
ampang,619000,2,2,,Fully Furnished,Condominium,1485,416.8350168,309500
ampang,490000,2,2,2,Partly Furnished,Condominium,1166,420.2401372,245000
ampang,700000,4,2,2,Partly Furnished,Terrace/Link House,1650,424.2424242,175000
ampang,1640000,7,6,,Unfurnished,Semi-detached House,3864,424.4306418,234285.7143
ampang,2880000,5,5,5,Partly Furnished,Bungalow,6780,424.7787611,576000
ampang,6800000,10,10,10,,Bungalow,16000,425,680000
ampang,2300000,6,7,3,Partly Furnished,Terrace/Link House,5406,425.4532001,383333.3333
ampang,3500000,7,7,,,Bungalow,8200,426.8292683,500000
ampang,1390000,5,4,2,Fully Furnished,Condominium,3246,428.2193469,278000
ampang,1390000,5,4,1,Fully Furnished,Condominium,3246,428.2193469,278000
ampang,1390000,5,4,1,Fully Furnished,Condominium,3246,428.2193469,278000
ampang,1390000,5,4,1,Fully Furnished,Condominium,3246,428.2193469,278000
ampang,1390000,4,4,,Fully Furnished,Condominium,3246,428.2193469,347500
ampang,1580000,6,5,4,Partly Furnished,Semi-detached House,3680,429.3478261,263333.3333
ampang,1550000,6,4,2,Partly Furnished,Semi-detached House,3600,430.5555556,258333.3333
ampang,1600000,7,5,4,Partly Furnished,Semi-detached House,3700,432.4324324,228571.4286
ampang,650000,3,2,1,,Condominium,1500,433.3333333,216666.6667
ampang,1300000,5,3,3,Unfurnished,Terrace/Link House,3000,433.3333333,260000
ampang,1300000,5,3,,Unfurnished,Terrace/Link House,3000,433.3333333,260000
ampang,980000,4,3,,Partly Furnished,Terrace/Link House,2250,435.5555556,245000
ampang,610000,4,3,,Partly Furnished,Terrace/Link House,1400,435.7142857,152500
ampang,1600000,9,6,2,Partly Furnished,Bungalow,3670,435.9673025,177777.7778
ampang,2800000,5,5,6,Partly Furnished,Terrace/Link House,6420,436.1370717,560000
ampang,1400000,5,4,6,Partly Furnished,Semi-detached House,3200,437.5,280000
ampang,2430000,7,8,4,Unfurnished,Bungalow,5525,439.8190045,347142.8571
ampang,2200000,5,4,,,Semi-detached House,5000,440,440000
ampang,3200000,8,5,,Partly Furnished,Bungalow,7261,440.7106459,400000
ampang,620000,4,3,,,Terrace/Link House,1400,442.8571429,155000
ampang,5700000,8,6,5,Partly Furnished,Bungalow,12800,445.3125,712500
ampang,535000,4,3,2,Unfurnished,Terrace/Link House,1200,445.8333333,133750
ampang,520000,3,2,1,Fully Furnished,Condominium,1166,445.9691252,173333.3333
ampang,520000,3,2,1,Fully Furnished,Condominium,1166,445.9691252,173333.3333
ampang,520000,2,2,,Partly Furnished,Condominium,1166,445.9691252,260000
ampang,3800000,8,7,4,Partly Furnished,Bungalow,8500,447.0588235,475000
ampang,740000,4,3,,Partly Furnished,Terrace/Link House,1650,448.4848485,185000
ampang,6777000,,,,,Residential Land,15060,450,
ampang,2650000,5,5,2,Partly Furnished,Bungalow,5886,450.2208631,530000
ampang,320000,3,2,,Partly Furnished,Townhouse,710,450.7042254,106666.6667
ampang,320000,3,2,1,Partly Furnished,Townhouse,710,450.7042254,106666.6667
ampang,320000,3,2,1,Partly Furnished,Townhouse,710,450.7042254,106666.6667
ampang,4950000,6,6,4,Partly Furnished,Bungalow,10980,450.8196721,825000
ampang,2300000,6,6,10,Partly Furnished,Semi-detached House,5100,450.9803922,383333.3333
ampang,339000,3,2,1,Partly Furnished,Terrace/Link House,750,452,113000
ampang,710550,4,2,,Partly Furnished,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,2,,Partly Furnished,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,2,,Partly Furnished,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,2,,Partly Furnished,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,2,,Partly Furnished,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,2,,Partly Furnished,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,3,,Unknown,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,4,3,,,Serviced Residence,1572,452.0038168,177637.5
ampang,710550,3,2,,,Serviced Residence,1572,452.0038168,236850
ampang,710550,3,2,,Unfurnished,Serviced Residence,1572,452.0038168,236850
ampang,710550,,,,,Serviced Residence,1572,452.0038168,
ampang,710550,4,3,,Unknown,Serviced Residence,1571,452.2915341,177637.5
ampang,710550,4,3,,,Serviced Residence,1571,452.2915341,177637.5
ampang,6106500,1,1,1,Unfurnished,Residential Land,13500,452.3333333,6106500
ampang,2200000,5,7,3,Fully Furnished,Terrace/Link House,4859,452.7680593,440000
ampang,680000,3,2,,,Terrace/Link House,1500,453.3333333,226666.6667
ampang,2600000,7,8,3,Partly Furnished,Semi-detached House,5728,453.9106145,371428.5714
ampang,668000,4,3,2,Partly Furnished,Terrace/Link House,1470,454.4217687,167000
ampang,850000,4,3,2,Partly Furnished,Terrace/Link House,1870,454.5454545,212500
ampang,2290000,4,4,,Unfurnished,Bungalow,5000,458,572500
ampang,550000,4,3,1,Unfurnished,Terrace/Link House,1200,458.3333333,137500
ampang,5512500,6,6,,Unfurnished,Bungalow,12023,458.4962156,918750
ampang,722530,4,2,,Partly Furnished,Serviced Residence,1572,459.6246819,180632.5
ampang,722530,4,2,,Partly Furnished,Serviced Residence,1572,459.6246819,180632.5
ampang,722530,4,2,,Partly Furnished,Serviced Residence,1572,459.6246819,180632.5
ampang,722530,4,3,,Unfurnished,Serviced Residence,1572,459.6246819,180632.5
ampang,600000,4,3,,Partly Furnished,Terrace/Link House,1300,461.5384615,150000
ampang,720000,4,3,,Partly Furnished,Terrace/Link House,1560,461.5384615,180000
ampang,3000000,8,7,4,Unfurnished,Bungalow,6500,461.5384615,375000
ampang,650000,5,3,2,Partly Furnished,Terrace/Link House,1400,464.2857143,130000
ampang,650000,4,3,4,Partly Furnished,Terrace/Link House,1400,464.2857143,162500
ampang,650000,4,3,,Partly Furnished,Terrace/Link House,1400,464.2857143,162500
ampang,358000,3,1,1,Partly Furnished,Townhouse,770,464.9350649,119333.3333
ampang,2790000,5,5,,Partly Furnished,Bungalow,5995,465.3878232,558000
ampang,403000,,,,Unknown,Serviced Residence,861,468.0603949,
ampang,403000,,,,Unknown,Serviced Residence,861,468.0603949,
ampang,403000,,,,Unknown,Serviced Residence,861,468.0603949,
ampang,400000,3,2,,Unfurnished,Townhouse,850,470.5882353,133333.3333
ampang,660000,4,3,,Partly Furnished,Terrace/Link House,1400,471.4285714,165000
ampang,7800000,6,6,8,Unfurnished,Bungalow,16500,472.7272727,1300000
ampang,7800000,6,6,8,Unfurnished,Bungalow,16500,472.7272727,1300000
ampang,3990000,8,6,8,,Bungalow,8400,475,498750
ampang,747950,4,3,2,,Serviced Residence,1572,475.7951654,186987.5
ampang,748810,4,3,,Partly Furnished,Serviced Residence,1573,476.0394151,187202.5
ampang,747950,3,3,,,Serviced Residence,1571,476.0980267,249316.6667
ampang,340000,3,2,1,Partly Furnished,Townhouse,710,478.8732394,113333.3333
ampang,2300000,5,3,,,Semi-detached House,4800,479.1666667,460000
ampang,1200000,5,4,1,Partly Furnished,Condominium,2500,480,240000
ampang,7950000,7,,,,Bungalow,16500,481.8181818,1135714.286
ampang,7950000,7,,,,Bungalow,16500,481.8181818,1135714.286
ampang,565000,4,3,,Partly Furnished,Townhouse,1170,482.9059829,141250
ampang,2999000,6,6,4,Partly Furnished,Bungalow,6200,483.7096774,499833.3333
ampang,750000,4,3,,Partly Furnished,Terrace/Link House,1540,487.012987,187500
ampang,4900000,6,7,6,Partly Furnished,Bungalow,10000,490,816666.6667
ampang,530000,2,1,1,Fully Furnished,Serviced Residence,1080,490.7407407,265000
ampang,2400000,5,5,,,Townhouse,4880,491.8032787,480000
ampang,690000,3,3,2,Partly Furnished,Terrace/Link House,1400,492.8571429,230000
ampang,370000,2,1,,,Terrace/Link House,750,493.3333333,185000
ampang,435000,3,3,2,Partly Furnished,Terrace/Link House,880,494.3181818,145000
ampang,2980000,7,7,2,Unfurnished,Bungalow,6000,496.6666667,425714.2857
ampang,3080000,6,6,3,Partly Furnished,Bungalow,6200,496.7741935,513333.3333
ampang,348000,2,1,1,,Terrace/Link House,700,497.1428571,174000
ampang,1900000,6,6,3,Partly Furnished,Bungalow,3821,497.2520283,316666.6667
ampang,2100000,4,4,,Partly Furnished,Bungalow,4218,497.8662873,525000
ampang,2200000,6,6,,Partly Furnished,Terrace/Link House,4411,498.7531172,366666.6667
ampang,2499000,5,5,2,Unfurnished,Bungalow,5000,499.8,499800
ampang,700000,4,3,,,Terrace/Link House,1400,500,175000
ampang,700000,4,3,,,Terrace/Link House,1400,500,175000
ampang,750000,4,3,2,Partly Furnished,Serviced Residence,1500,500,187500
ampang,1100000,5,3,,Partly Furnished,Terrace/Link House,2200,500,220000
ampang,1150000,5,5,2,Fully Furnished,Condominium,2300,500,230000
ampang,1250000,4,5,1,Partly Furnished,Condominium,2500,500,312500
ampang,1600000,5,6,2,Partly Furnished,Terrace/Link House,3200,500,320000
ampang,3000000,7,5,,Partly Furnished,Bungalow,6000,500,428571.4286
ampang,3000000,7,5,,Partly Furnished,Bungalow,6000,500,428571.4286
ampang,4500000,10,4,,Partly Furnished,Bungalow,9000,500,450000
ampang,6500000,6,6,12,Unfurnished,Bungalow,13000,500,1083333.333
ampang,2990000,7,7,6,Partly Furnished,Bungalow,5930,504.2158516,427142.8571
ampang,800000,4,3,,Partly Furnished,Serviced Residence,1570,509.5541401,200000
ampang,802810,3,2,,,Serviced Residence,1572,510.6933842,267603.3333
ampang,599000,3,2,2,Partly Furnished,Townhouse,1170,511.965812,199666.6667
ampang,600000,4,4,2,Partly Furnished,Terrace/Link House,1170,512.8205128,150000
ampang,2100000,5,5,4,Partly Furnished,Terrace/Link House,4090,513.4474328,420000
ampang,3500000,7,8,,Partly Furnished,Semi-detached House,6800,514.7058824,500000
ampang,3300000,5,5,,,Bungalow,6399,515.705579,660000
ampang,3100000,7,5,,Partly Furnished,Bungalow,6000,516.6666667,442857.1429
ampang,1350000,4,3,,Fully Furnished,Terrace/Link House,2595,520.2312139,337500
ampang,2000000,6,6,4,Unfurnished,Bungalow,3825,522.875817,333333.3333
ampang,680000,4,3,,Partly Furnished,Terrace/Link House,1300,523.0769231,170000
ampang,2000000,6,6,4,Partly Furnished,Bungalow,3821,523.4231876,333333.3333
ampang,1680000,4,4,,Unfurnished,Semi-detached House,3200,525,420000
ampang,4800000,9,8,6,,Bungalow,9117,526.4889766,533333.3333
ampang,685000,4,3,,Partly Furnished,Terrace/Link House,1300,526.9230769,171250
ampang,738000,4,3,2,Unfurnished,Terrace/Link House,1400,527.1428571,184500
ampang,738000,4,3,2,Unfurnished,Terrace/Link House,1400,527.1428571,184500
ampang,3480000,7,8,3,Fully Furnished,Bungalow,6600,527.2727273,497142.8571
ampang,500000,2,1,,Fully Furnished,Serviced Residence,948,527.4261603,250000
ampang,2700000,5,6,1,Partly Furnished,Terrace/Link House,5119,527.4467669,540000
ampang,740000,4,3,2,Partly Furnished,Terrace/Link House,1400,528.5714286,185000
ampang,831060,3,3,2,,Serviced Residence,1572,528.6641221,277020
ampang,3850000,7,6,4,Partly Furnished,Bungalow,7260,530.3030303,550000
ampang,6900000,7,7,5,,Bungalow,13003,530.6467738,985714.2857
ampang,650000,4,4,5,Partly Furnished,Terrace/Link House,1220,532.7868852,162500
ampang,2398000,6,7,2,Unfurnished,Bungalow,4500,532.8888889,399666.6667
ampang,880000,4,5,2,Partly Furnished,Terrace/Link House,1650,533.3333333,220000
ampang,1600000,4,4,,Partly Furnished,Terrace/Link House,3000,533.3333333,400000
ampang,2300000,6,7,3,Partly Furnished,Bungalow,4284,536.8814192,383333.3333
ampang,510000,2,1,,Fully Furnished,Serviced Residence,948,537.9746835,255000
ampang,630000,4,2,,Unfurnished,Terrace/Link House,1170,538.4615385,157500
ampang,1750000,6,6,,Unfurnished,Semi-detached House,3250,538.4615385,291666.6667
ampang,2100000,5,6,4,Fully Furnished,Semi-detached House,3896,539.0143737,420000
ampang,1800000,5,5,2,Fully Furnished,Semi-detached House,3326,541.1906194,360000
ampang,3800000,6,6,,Partly Furnished,Bungalow,7000,542.8571429,633333.3333
ampang,799000,4,3,4,Partly Furnished,Terrace/Link House,1470,543.537415,199750
ampang,2450000,5,6,3,Unfurnished,Bungalow,4500,544.4444444,490000
ampang,480000,4,3,2,Unfurnished,Terrace/Link House,880,545.4545455,120000
ampang,480000,4,3,,,Terrace/Link House,880,545.4545455,120000
ampang,1200000,4,3,,,Terrace/Link House,2200,545.4545455,300000
ampang,518000,2,1,,,Serviced Residence,948,546.4135021,259000
ampang,1750000,6,5,,Partly Furnished,Semi-detached House,3200,546.875,291666.6667
ampang,7000000,7,8,,Partly Furnished,Bungalow,12800,546.875,1000000
ampang,520000,2,1,,Fully Furnished,Serviced Residence,948,548.5232068,260000
ampang,2100000,6,6,4,Partly Furnished,Bungalow,3821,549.594347,350000
ampang,770000,4,3,,Partly Furnished,Terrace/Link House,1400,550,192500
ampang,3300000,6,7,6,Partly Furnished,Bungalow,6000,550,550000
ampang,2550000,7,6,6,Partly Furnished,Semi-detached House,4618,552.187094,364285.7143
ampang,820000,3,2,,Fully Furnished,Condominium,1485,552.1885522,273333.3333
ampang,5000000,7,9,,Fully Furnished,Bungalow,9000,555.5555556,714285.7143
ampang,390000,2,1,1,Partly Furnished,Serviced Residence,700,557.1428571,195000
ampang,2590000,6,6,2,Partly Furnished,Bungalow,4640,558.1896552,431666.6667
ampang,530000,2,1,,Fully Furnished,Serviced Residence,948,559.07173,265000
ampang,530000,2,1,,Fully Furnished,Serviced Residence,948,559.07173,265000
ampang,1400000,4,4,,Unfurnished,Condominium,2500,560,350000
ampang,730000,4,3,,Partly Furnished,Terrace/Link House,1300,561.5384615,182500
ampang,2500000,7,7,,Partly Furnished,Semi-detached House,4452,561.5453729,357142.8571
ampang,1980000,6,7,,Partly Furnished,Semi-detached House,3520,562.5,330000
ampang,1800000,5,5,3,Partly Furnished,Semi-detached House,3200,562.5,360000
ampang,600000,2,1,,Fully Furnished,Serviced Residence,1066,562.8517824,300000
ampang,788000,4,3,4,Partly Furnished,Terrace/Link House,1400,562.8571429,197000
ampang,790000,3,3,3,Partly Furnished,Terrace/Link House,1400,564.2857143,263333.3333
ampang,2800000,7,7,,Partly Furnished,Bungalow,4930,567.9513185,400000
ampang,1990000,7,8,,Unfurnished,Semi-detached House,3500,568.5714286,284285.7143
ampang,40000000,10,15,17,Partly Furnished,Bungalow,70181,569.9548311,4000000
ampang,40000000,10,15,17,,Bungalow,70181,569.9548311,4000000
ampang,2650000,6,6,4,Partly Furnished,Bungalow,4640,571.1206897,441666.6667
