Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,Property Type,Size,Price per Area,Price per Room
jalan kuching,430000,3,2,1,,Condominium,1050,409.5238095,143333.3333
jalan kuching,568000,4,2,1,Partly Furnished,Condominium,1375,413.0909091,142000
jalan kuching,435000,3,2,2,Fully Furnished,Condominium,1050,414.2857143,145000
jalan kuching,580000,4,2,1,Partly Furnished,Condominium,1400,414.2857143,145000
jalan kuching,580000,4,2,1,Partly Furnished,Condominium,1400,414.2857143,145000
jalan kuching,580000,4,2,1,Partly Furnished,Condominium,1400,414.2857143,145000
jalan kuching,580000,4,2,1,Fully Furnished,Condominium,1400,414.2857143,145000
jalan kuching,580000,4,2,2,Fully Furnished,Condominium,1400,414.2857143,145000
jalan kuching,580000,3,2,2,Fully Furnished,Condominium,1400,414.2857143,193333.3333
jalan kuching,548000,3,2,1,,Condominium,1320,415.1515152,182666.6667
jalan kuching,500000,3,2,1,Fully Furnished,Condominium,1200,416.6666667,166666.6667
jalan kuching,500000,3,2,,Partly Furnished,Condominium,1200,416.6666667,166666.6667
jalan kuching,550000,3,2,,,Condominium,1320,416.6666667,183333.3333
jalan kuching,550000,3,2,1,Fully Furnished,Condominium,1320,416.6666667,183333.3333
jalan kuching,550000,3,2,1,Partly Furnished,Condominium,1320,416.6666667,183333.3333
jalan kuching,438000,3,2,1,Unfurnished,Condominium,1050,417.1428571,146000
jalan kuching,460000,3,2,1,Partly Furnished,Condominium,1100,418.1818182,153333.3333
jalan kuching,460000,3,2,1,Partly Furnished,Condominium,1100,418.1818182,153333.3333
jalan kuching,588000,4,2,1,Fully Furnished,Condominium,1400,420,147000
jalan kuching,588000,4,2,1,Fully Furnished,Condominium,1400,420,147000
jalan kuching,530000,4,2,2,Partly Furnished,Condominium,1260,420.6349206,132500
jalan kuching,590000,4,2,1,Fully Furnished,Condominium,1400,421.4285714,147500
jalan kuching,590000,3,2,,,Condominium,1400,421.4285714,196666.6667
jalan kuching,465000,3,2,1,Partly Furnished,Condominium,1100,422.7272727,155000
jalan kuching,550000,3,2,1,Partly Furnished,Condominium,1300,423.0769231,183333.3333
jalan kuching,559000,3,2,1,Partly Furnished,Condominium,1320,423.4848485,186333.3333
jalan kuching,466000,3,2,1,Partly Furnished,Condominium,1100,423.6363636,155333.3333
jalan kuching,560000,4,3,2,Fully Furnished,Condominium,1320,424.2424242,140000
jalan kuching,700000,4,3,4,Partly Furnished,Terrace/Link House,1650,424.2424242,175000
jalan kuching,560000,3,2,1,Fully Furnished,Condominium,1320,424.2424242,186666.6667
jalan kuching,560000,3,2,1,Fully Furnished,Condominium,1320,424.2424242,186666.6667
jalan kuching,560000,3,2,1,Partly Furnished,Condominium,1320,424.2424242,186666.6667
jalan kuching,560000,3,2,,Fully Furnished,Condominium,1320,424.2424242,186666.6667
jalan kuching,560000,3,2,1,Partly Furnished,Condominium,1320,424.2424242,186666.6667
jalan kuching,550000,4,2,1,Fully Furnished,Condominium,1295,424.7104247,137500
jalan kuching,550000,3,2,,Partly Furnished,Condominium,1295,424.7104247,183333.3333
jalan kuching,550000,3,2,,Fully Furnished,Condominium,1295,424.7104247,183333.3333
jalan kuching,1300000,4,3,6,Partly Furnished,Semi-detached House,3060,424.8366013,325000
jalan kuching,468000,3,2,1,Partly Furnished,Condominium,1100,425.4545455,156000
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1100,427.2727273,156666.6667
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1100,427.2727273,156666.6667
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1100,427.2727273,156666.6667
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1100,427.2727273,156666.6667
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1100,427.2727273,156666.6667
jalan kuching,1000000,5,4,1,Fully Furnished,Condominium,2340,427.3504274,200000
jalan kuching,450000,3,2,1,Fully Furnished,Condominium,1050,428.5714286,150000
jalan kuching,450000,3,2,1,Partly Furnished,Condominium,1050,428.5714286,150000
jalan kuching,450000,3,2,1,,Condominium,1050,428.5714286,150000
jalan kuching,450000,3,2,,Partly Furnished,Condominium,1050,428.5714286,150000
jalan kuching,450000,3,2,1,Partly Furnished,Condominium,1050,428.5714286,150000
jalan kuching,450000,3,2,1,Partly Furnished,Condominium,1050,428.5714286,150000
jalan kuching,600000,4,2,,Partly Furnished,Condominium,1400,428.5714286,150000
jalan kuching,600000,4,3,2,Fully Furnished,Condominium,1397,429.4917681,150000
jalan kuching,560000,3,2,1,Partly Furnished,Condominium,1300,430.7692308,186666.6667
jalan kuching,470000,3,2,1,Fully Furnished,Condominium,1090,431.1926606,156666.6667
jalan kuching,475000,3,2,1,Partly Furnished,Condominium,1100,431.8181818,158333.3333
jalan kuching,475000,3,2,1,Partly Furnished,Condominium,1100,431.8181818,158333.3333
jalan kuching,475000,3,2,1,Partly Furnished,Condominium,1100,431.8181818,158333.3333
jalan kuching,560000,3,1,,,Condominium,1295,432.4324324,186666.6667
jalan kuching,455000,3,2,1,Partly Furnished,Condominium,1050,433.3333333,151666.6667
jalan kuching,520000,3,2,1,Partly Furnished,Condominium,1200,433.3333333,173333.3333
jalan kuching,572000,3,2,1,Partly Furnished,Condominium,1320,433.3333333,190666.6667
jalan kuching,525000,4,2,1,Partly Furnished,Condominium,1210,433.8842975,131250
jalan kuching,430000,3,2,2,Partly Furnished,Serviced Residence,990,434.3434343,143333.3333
jalan kuching,479000,3,2,1,Partly Furnished,Condominium,1100,435.4545455,159666.6667
jalan kuching,610000,4,2,1,Fully Furnished,Condominium,1400,435.7142857,152500
jalan kuching,458000,3,2,,Fully Furnished,Condominium,1050,436.1904762,152666.6667
jalan kuching,565000,,,,Partly Furnished,Condominium,1295,436.2934363,
jalan kuching,480000,3,2,2,Partly Furnished,Condominium,1100,436.3636364,160000
jalan kuching,550000,4,2,1,Fully Furnished,Condominium,1260,436.5079365,137500
jalan kuching,550000,4,2,1,Partly Furnished,Condominium,1260,436.5079365,137500
jalan kuching,550000,3,2,,Partly Furnished,Condominium,1260,436.5079365,183333.3333
jalan kuching,530000,3,2,1,,Condominium,1210,438.0165289,176666.6667
jalan kuching,460000,3,2,1,Partly Furnished,Condominium,1050,438.0952381,153333.3333
jalan kuching,460000,3,2,1,Fully Furnished,Condominium,1050,438.0952381,153333.3333
jalan kuching,580000,3,2,1,Unfurnished,Condominium,1320,439.3939394,193333.3333
jalan kuching,570000,4,2,1,Partly Furnished,Condominium,1295,440.1544402,142500
jalan kuching,570000,3,2,1,Partly Furnished,Condominium,1295,440.1544402,190000
jalan kuching,570000,3,2,1,Partly Furnished,Condominium,1295,440.1544402,190000
jalan kuching,485000,3,2,2,Partly Furnished,Condominium,1100,440.9090909,161666.6667
jalan kuching,485000,3,2,2,Partly Furnished,Condominium,1100,440.9090909,161666.6667
jalan kuching,485000,3,2,1,Fully Furnished,Condominium,1100,440.9090909,161666.6667
jalan kuching,570000,4,2,1,Partly Furnished,Condominium,1292,441.1764706,142500
jalan kuching,530000,3,2,,Partly Furnished,Condominium,1200,441.6666667,176666.6667
jalan kuching,530000,3,2,1,Partly Furnished,Condominium,1200,441.6666667,176666.6667
jalan kuching,535000,3,2,1,Fully Furnished,Condominium,1210,442.1487603,178333.3333
jalan kuching,535000,3,2,1,Unfurnished,Condominium,1210,442.1487603,178333.3333
jalan kuching,620000,4,2,1,Fully Furnished,Condominium,1400,442.8571429,155000
jalan kuching,488000,3,2,1,Partly Furnished,Condominium,1100,443.6363636,162666.6667
jalan kuching,488000,3,2,1,Partly Furnished,Condominium,1100,443.6363636,162666.6667
jalan kuching,488000,3,2,1,Partly Furnished,Condominium,1100,443.6363636,162666.6667
jalan kuching,488000,3,2,,Partly Furnished,Condominium,1100,443.6363636,162666.6667
jalan kuching,488000,3,2,1,Partly Furnished,Condominium,1100,443.6363636,162666.6667
jalan kuching,488000,3,2,1,Partly Furnished,Condominium,1100,443.6363636,162666.6667
jalan kuching,575000,4,2,1,Partly Furnished,Condominium,1295,444.015444,143750
jalan kuching,560000,4,2,1,Partly Furnished,Condominium,1260,444.4444444,140000
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1050,447.6190476,156666.6667
jalan kuching,470000,3,2,1,Unfurnished,Condominium,1050,447.6190476,156666.6667
jalan kuching,470000,3,2,1,Partly Furnished,Condominium,1050,447.6190476,156666.6667
jalan kuching,580000,4,2,1,Partly Furnished,Condominium,1295,447.8764479,145000
jalan kuching,580000,3,2,,Fully Furnished,Condominium,1295,447.8764479,193333.3333
jalan kuching,538000,3,2,1,Fully Furnished,Condominium,1200,448.3333333,179333.3333
jalan kuching,540000,4,2,1,Partly Furnished,Condominium,1200,450,135000
jalan kuching,540000,4,2,2,Partly Furnished,Condominium,1200,450,135000
jalan kuching,630000,4,2,2,Partly Furnished,Condominium,1400,450,157500
jalan kuching,630000,4,2,2,Fully Furnished,Condominium,1400,450,157500
jalan kuching,540000,3,2,2,Unfurnished,Condominium,1200,450,180000
jalan kuching,500000,3,2,1,Partly Furnished,Condominium,1110,450.4504505,166666.6667
jalan kuching,1380000,5,5,3,Partly Furnished,Semi-detached House,3060,450.9803922,276000
jalan kuching,722000,3,3,4,Partly Furnished,Terrace/Link House,1600,451.25,240666.6667
jalan kuching,585000,3,2,1,Partly Furnished,Condominium,1295,451.7374517,195000
jalan kuching,570000,4,2,1,Partly Furnished,Condominium,1260,452.3809524,142500
jalan kuching,498000,3,2,3,Partly Furnished,Condominium,1100,452.7272727,166000
jalan kuching,498000,3,2,3,Partly Furnished,Condominium,1100,452.7272727,166000
jalan kuching,498000,3,2,,Fully Furnished,Condominium,1100,452.7272727,166000
jalan kuching,680000,3,2,1,Fully Furnished,Condominium,1500,453.3333333,226666.6667
jalan kuching,499000,3,2,1,Partly Furnished,Condominium,1100,453.6363636,166333.3333
jalan kuching,499000,3,2,,,Condominium,1100,453.6363636,166333.3333
jalan kuching,1650000,4,4,,Partly Furnished,Terrace/Link House,3633,454.1701073,412500
jalan kuching,600000,5,,1,Fully Furnished,Condominium,1320,454.5454545,120000
jalan kuching,550000,4,2,1,Partly Furnished,Condominium,1210,454.5454545,137500
jalan kuching,500000,3,2,,Fully Furnished,Condominium,1100,454.5454545,166666.6667
jalan kuching,750000,4,3,2,Unfurnished,Terrace/Link House,1650,454.5454545,187500
jalan kuching,600000,3,2,1,Fully Furnished,Condominium,1320,454.5454545,200000
jalan kuching,600000,3,2,1,Fully Furnished,Condominium,1320,454.5454545,200000
jalan kuching,600000,3,2,,,Condominium,1320,454.5454545,200000
jalan kuching,1000000,5,4,2,Partly Furnished,Condominium,2190,456.6210046,200000
jalan kuching,1000000,5,4,2,Fully Furnished,Condominium,2190,456.6210046,200000
jalan kuching,1000000,5,4,2,Fully Furnished,Condominium,2190,456.6210046,200000
jalan kuching,1660000,5,4,,Partly Furnished,Terrace/Link House,3633,456.9226535,332000
jalan kuching,553000,4,2,1,Partly Furnished,Condominium,1210,457.0247934,138250
jalan kuching,480000,3,2,1,Partly Furnished,Condominium,1050,457.1428571,160000
jalan kuching,480000,3,2,,Partly Furnished,Condominium,1050,457.1428571,160000
jalan kuching,480000,3,2,,,Condominium,1050,457.1428571,160000
jalan kuching,750000,4,3,,Partly Furnished,Terrace/Link House,1640,457.3170732,187500
jalan kuching,550000,4,2,2,Partly Furnished,Condominium,1200,458.3333333,137500
jalan kuching,550000,4,2,2,Partly Furnished,Condominium,1200,458.3333333,137500
jalan kuching,550000,3,2,,Partly Furnished,Condominium,1200,458.3333333,183333.3333
jalan kuching,550000,3,2,,Unknown,Condominium,1200,458.3333333,183333.3333
jalan kuching,580000,4,2,1,Fully Furnished,Condominium,1265,458.4980237,145000
jalan kuching,730000,4,2,2,Partly Furnished,Condominium,1590,459.1194969,182500
jalan kuching,730000,4,2,2,Partly Furnished,Condominium,1590,459.1194969,182500
jalan kuching,730000,4,2,2,Partly Furnished,Condominium,1590,459.1194969,182500
jalan kuching,730000,4,2,2,Partly Furnished,Condominium,1590,459.1194969,182500
jalan kuching,730000,4,2,2,Partly Furnished,Condominium,1590,459.1194969,182500
jalan kuching,580000,4,2,1,Fully Furnished,Condominium,1260,460.3174603,145000
jalan kuching,580000,4,2,2,Fully Furnished,Condominium,1260,460.3174603,145000
jalan kuching,598000,4,2,,Partly Furnished,Condominium,1295,461.7760618,149500
jalan kuching,560000,3,2,1,Unfurnished,Condominium,1210,462.8099174,186666.6667
jalan kuching,600000,4,2,1,Fully Furnished,Condominium,1295,463.3204633,150000
jalan kuching,600000,3,2,,Unknown,Condominium,1295,463.3204633,200000
jalan kuching,650000,3,2,2,Partly Furnished,Condominium,1400,464.2857143,216666.6667
jalan kuching,768000,4,3,,Unfurnished,Terrace/Link House,1646,466.5856622,192000
jalan kuching,490000,3,2,1,Partly Furnished,Condominium,1050,466.6666667,163333.3333
jalan kuching,840000,4,4,2,Partly Furnished,Condominium,1800,466.6666667,210000
jalan kuching,1700000,5,4,,Partly Furnished,Terrace/Link House,3633,467.9328379,340000
jalan kuching,650000,3,2,2,Fully Furnished,Condominium,1389,467.962563,216666.6667
jalan kuching,448000,3,2,2,,Serviced Residence,957,468.1295716,149333.3333
jalan kuching,448000,3,2,2,,Serviced Residence,957,468.1295716,149333.3333
jalan kuching,448000,3,2,2,,Serviced Residence,957,468.1295716,149333.3333
jalan kuching,448000,3,2,2,,Serviced Residence,957,468.1295716,149333.3333
jalan kuching,750000,3,3,,Partly Furnished,Condominium,1600,468.75,250000
jalan kuching,470000,2,2,1,Partly Furnished,Condominium,1000,470,235000
jalan kuching,550000,4,2,,Fully Furnished,Condominium,1170,470.0854701,137500
jalan kuching,450000,3,2,2,,Serviced Residence,957,470.2194357,150000
jalan kuching,450000,3,2,2,,Serviced Residence,957,470.2194357,150000
jalan kuching,450000,3,3,2,,Serviced Residence,957,470.2194357,150000
jalan kuching,450000,3,3,2,,Serviced Residence,957,470.2194357,150000
jalan kuching,450000,3,2,2,Partly Furnished,Serviced Residence,957,470.2194357,150000
jalan kuching,660000,4,2,2,Fully Furnished,Condominium,1400,471.4285714,165000
jalan kuching,750000,4,2,2,Partly Furnished,Condominium,1590,471.6981132,187500
jalan kuching,750000,4,3,2,Partly Furnished,Condominium,1590,471.6981132,187500
jalan kuching,518000,3,2,1,Fully Furnished,Condominium,1097,472.1969006,172666.6667
jalan kuching,520000,3,2,2,Fully Furnished,Condominium,1100,472.7272727,173333.3333
jalan kuching,750000,4,3,1,Partly Furnished,Condominium,1580,474.6835443,187500
jalan kuching,665000,3,2,2,,Condominium,1400,475,221666.6667
jalan kuching,538000,4,2,2,,Serviced Residence,1129,476.5279008,134500
jalan kuching,538000,3,2,2,Partly Furnished,Serviced Residence,1129,476.5279008,179333.3333
jalan kuching,618000,4,2,1,Partly Furnished,Condominium,1295,477.2200772,154500
jalan kuching,618000,4,2,1,Partly Furnished,Condominium,1295,477.2200772,154500
jalan kuching,1300000,5,4,,Partly Furnished,Terrace/Link House,2720,477.9411765,260000
jalan kuching,540000,4,2,2,Unfurnished,Serviced Residence,1129,478.29938,135000
jalan kuching,2800000,6,6,,Unfurnished,Semi-detached House,5851,478.5506751,466666.6667
jalan kuching,620000,4,2,1,Partly Furnished,Condominium,1295,478.7644788,155000
jalan kuching,620000,4,2,1,Fully Furnished,Condominium,1295,478.7644788,155000
jalan kuching,620000,4,2,1,Fully Furnished,Condominium,1295,478.7644788,155000
jalan kuching,685000,4,3,4,Unfurnished,Terrace/Link House,1430,479.020979,171250
jalan kuching,575000,3,2,1,Fully Furnished,Condominium,1200,479.1666667,191666.6667
jalan kuching,788888,4,3,2,Unfurnished,Terrace/Link House,1646,479.2758202,197222
jalan kuching,580000,4,2,,Fully Furnished,Condominium,1210,479.338843,145000
jalan kuching,580000,4,2,,Fully Furnished,Condominium,1210,479.338843,145000
jalan kuching,1050000,5,4,2,Fully Furnished,Condominium,2190,479.4520548,210000
jalan kuching,1050000,5,4,2,,Condominium,2190,479.4520548,210000
jalan kuching,1050000,5,4,2,Fully Furnished,Condominium,2190,479.4520548,210000
jalan kuching,480000,2,2,1,Partly Furnished,Condominium,1000,480,240000
jalan kuching,485000,3,2,1,Unfurnished,Condominium,1009,480.6739346,161666.6667
jalan kuching,1750000,5,4,3,Partly Furnished,Terrace/Link House,3633,481.6955684,350000
jalan kuching,1750000,5,4,3,Partly Furnished,Terrace/Link House,3633,481.6955684,350000
jalan kuching,530000,3,2,1,Partly Furnished,Condominium,1100,481.8181818,176666.6667
jalan kuching,330000,2,1,1,Fully Furnished,Townhouse,684,482.4561404,165000
jalan kuching,330000,2,1,1,Fully Furnished,Condominium,684,482.4561404,165000
jalan kuching,690000,4,3,,Unfurnished,Terrace/Link House,1430,482.5174825,172500
jalan kuching,487000,3,2,2,Fully Furnished,Condominium,1009,482.6560951,162333.3333
jalan kuching,850000,4,3,2,Partly Furnished,Terrace/Link House,1760,482.9545455,212500
jalan kuching,425000,3,2,1,Unfurnished,Serviced Residence,879,483.5039818,141666.6667
jalan kuching,425000,3,2,1,Unfurnished,Serviced Residence,878,484.0546697,141666.6667
jalan kuching,425000,3,2,1,,Serviced Residence,878,484.0546697,141666.6667
jalan kuching,770000,4,4,2,Partly Furnished,Condominium,1590,484.2767296,192500
jalan kuching,680000,3,2,2,,Condominium,1400,485.7142857,226666.6667
jalan kuching,630000,4,2,2,Partly Furnished,Condominium,1295,486.4864865,157500
jalan kuching,630000,3,2,2,Partly Furnished,Condominium,1295,486.4864865,210000
jalan kuching,1230000,5,4,8,Fully Furnished,Terrace/Link House,2520,488.0952381,246000
jalan kuching,498000,2,2,1,Partly Furnished,Condominium,1020,488.2352941,249000
jalan kuching,428888,3,2,2,Unfurnished,Serviced Residence,878,488.4829157,142962.6667
jalan kuching,499000,2,2,1,Partly Furnished,Condominium,1020,489.2156863,249500
jalan kuching,700000,4,3,,Unfurnished,Terrace/Link House,1430,489.5104895,175000
jalan kuching,720000,4,2,1,Partly Furnished,Condominium,1470,489.7959184,180000
jalan kuching,500000,2,2,1,Partly Furnished,Condominium,1020,490.1960784,250000
jalan kuching,500000,2,2,1,Partly Furnished,Condominium,1020,490.1960784,250000
jalan kuching,1500000,5,5,4,Partly Furnished,Semi-detached House,3060,490.1960784,300000
jalan kuching,780000,4,2,2,Fully Furnished,Condominium,1590,490.5660377,195000
jalan kuching,1500000,5,4,,Partly Furnished,Condominium,3052,491.4809961,300000
jalan kuching,432300,3,2,1,,Serviced Residence,878,492.3690205,144100
jalan kuching,650000,3,2,1,Fully Furnished,Condominium,1320,492.4242424,216666.6667
jalan kuching,650000,3,2,2,Fully Furnished,Condominium,1320,492.4242424,216666.6667
jalan kuching,545000,3,2,,Partly Furnished,Condominium,1100,495.4545455,181666.6667
jalan kuching,788000,4,3,2,Unfurnished,Condominium,1590,495.5974843,197000
jalan kuching,620000,3,2,1,Unfurnished,Condominium,1250,496,206666.6667
jalan kuching,730000,3,2,1,Fully Furnished,Condominium,1470,496.5986395,243333.3333
jalan kuching,790000,4,2,,Partly Furnished,Condominium,1590,496.8553459,197500
jalan kuching,598000,3,2,1,Fully Furnished,Condominium,1200,498.3333333,199333.3333
jalan kuching,699000,5,2,,Partly Furnished,Terrace/Link House,1400,499.2857143,139800
jalan kuching,600000,4,2,1,Partly Furnished,Condominium,1200,500,150000
jalan kuching,550000,3,2,1,Fully Furnished,Condominium,1100,500,183333.3333
jalan kuching,550000,3,2,,Partly Furnished,Condominium,1100,500,183333.3333
jalan kuching,735000,4,2,1,Partly Furnished,Condominium,1470,500,183750
jalan kuching,600000,3,2,1,Partly Furnished,Condominium,1200,500,200000
jalan kuching,600000,3,2,2,,Condominium,1200,500,200000
jalan kuching,600000,3,2,1,Fully Furnished,Condominium,1200,500,200000
jalan kuching,440700,3,2,1,,Serviced Residence,878,501.9362187,146900
jalan kuching,800000,4,2,2,Partly Furnished,Condominium,1590,503.1446541,200000
jalan kuching,800000,,,,,Condominium,1590,503.1446541,
jalan kuching,441800,3,2,1,,Serviced Residence,878,503.1890661,147266.6667
jalan kuching,555000,3,2,2,Fully Furnished,Condominium,1100,504.5454545,185000
jalan kuching,530000,3,2,2,Fully Furnished,Condominium,1050,504.7619048,176666.6667
jalan kuching,606000,3,2,1,Fully Furnished,Condominium,1200,505,202000
jalan kuching,835000,4,2,,Partly Furnished,Terrace/Link House,1650,506.0606061,208750
jalan kuching,835000,4,2,3,Unfurnished,Terrace/Link House,1650,506.0606061,208750
jalan kuching,608000,3,2,1,Fully Furnished,Condominium,1200,506.6666667,202666.6667
jalan kuching,608000,3,2,1,Partly Furnished,Condominium,1200,506.6666667,202666.6667
jalan kuching,660000,4,2,2,Fully Furnished,Condominium,1300,507.6923077,165000
jalan kuching,610000,3,2,1,Partly Furnished,Condominium,1200,508.3333333,203333.3333
jalan kuching,610000,3,2,1,Fully Furnished,Condominium,1200,508.3333333,203333.3333
jalan kuching,610000,3,2,1,,Condominium,1200,508.3333333,203333.3333
jalan kuching,610000,3,2,,Partly Furnished,Condominium,1200,508.3333333,203333.3333
jalan kuching,330000,2,1,1,,Condominium,648,509.2592593,165000
jalan kuching,620000,3,2,,Fully Furnished,Condominium,1210,512.3966942,206666.6667
jalan kuching,615000,3,2,1,Fully Furnished,Condominium,1200,512.5,205000
jalan kuching,615000,3,2,1,Fully Furnished,Condominium,1200,512.5,205000
jalan kuching,450410,3,2,1,,Serviced Residence,878,512.9954442,150136.6667
jalan kuching,2300000,6,5,,Partly Furnished,Terrace/Link House,4480,513.3928571,383333.3333
jalan kuching,720000,5,2,,Unfurnished,Terrace/Link House,1400,514.2857143,144000
jalan kuching,720000,4,3,,Partly Furnished,Terrace/Link House,1400,514.2857143,180000
jalan kuching,720000,3,2,2,Fully Furnished,Condominium,1400,514.2857143,240000
jalan kuching,850000,4,3,,Fully Furnished,Terrace/Link House,1650,515.1515152,212500
jalan kuching,680000,3,2,1,Unfurnished,Condominium,1320,515.1515152,226666.6667
jalan kuching,3400000,8,7,5,Partly Furnished,Bungalow,6600,515.1515152,425000
jalan kuching,820000,3,2,1,Fully Furnished,Condominium,1590,515.7232704,273333.3333
jalan kuching,650000,3,3,1,Fully Furnished,Condominium,1260,515.8730159,216666.6667
jalan kuching,530000,2,2,1,,Condominium,1020,519.6078431,265000
jalan kuching,830000,4,3,2,Fully Furnished,Condominium,1590,522.0125786,207500
jalan kuching,830000,4,2,2,Fully Furnished,Condominium,1590,522.0125786,207500
jalan kuching,940000,4,3,2,Partly Furnished,Condominium,1800,522.2222222,235000
jalan kuching,628000,3,2,1,Partly Furnished,Condominium,1200,523.3333333,209333.3333
jalan kuching,770000,4,2,,Partly Furnished,Condominium,1470,523.8095238,192500
jalan kuching,450000,3,2,,,Serviced Residence,858,524.4755245,150000
jalan kuching,450000,3,2,,,Serviced Residence,858,524.4755245,150000
jalan kuching,450000,3,2,,,Serviced Residence,858,524.4755245,150000
jalan kuching,450000,3,2,,,Serviced Residence,858,524.4755245,150000
jalan kuching,450000,3,2,1,Unfurnished,Serviced Residence,858,524.4755245,150000
jalan kuching,450000,3,2,,,Serviced Residence,858,524.4755245,150000
jalan kuching,450000,3,2,1,,Serviced Residence,858,524.4755245,150000
jalan kuching,630000,3,2,1,Fully Furnished,Condominium,1200,525,210000
jalan kuching,630000,3,2,1,Fully Furnished,Condominium,1200,525,210000
jalan kuching,630000,3,2,1,Fully Furnished,Condominium,1200,525,210000
jalan kuching,630000,3,2,1,Partly Furnished,Condominium,1200,525,210000
jalan kuching,630000,3,2,1,Partly Furnished,Condominium,1200,525,210000
jalan kuching,1150000,5,4,2,Fully Furnished,Condominium,2190,525.1141553,230000
jalan kuching,1300000,3,3,,Partly Furnished,Townhouse,2472,525.8899676,433333.3333
jalan kuching,630000,3,2,2,Unfurnished,Condominium,1197,526.3157895,210000
jalan kuching,538000,3,2,2,Partly Furnished,Condominium,1020,527.4509804,179333.3333
jalan kuching,950000,4,3,2,Partly Furnished,Condominium,1800,527.7777778,237500
jalan kuching,950000,4,2,,,Condominium,1800,527.7777778,237500
jalan kuching,950000,4,3,2,Partly Furnished,Condominium,1800,527.7777778,237500
jalan kuching,950000,4,3,2,,Condominium,1800,527.7777778,237500
jalan kuching,950000,3,2,1,Partly Furnished,Condominium,1800,527.7777778,316666.6667
jalan kuching,950000,3,2,,Partly Furnished,Condominium,1800,527.7777778,316666.6667
jalan kuching,778000,3,2,1,Fully Furnished,Condominium,1470,529.2517007,259333.3333
jalan kuching,779000,4,2,,Partly Furnished,Condominium,1470,529.9319728,194750
jalan kuching,465600,3,2,2,,Serviced Residence,878,530.2961276,155200
jalan kuching,780000,4,2,1,Fully Furnished,Condominium,1470,530.6122449,195000
jalan kuching,467000,3,2,2,Unfurnished,Serviced Residence,879,531.2855518,155666.6667
jalan kuching,850000,4,2,2,Partly Furnished,Condominium,1590,534.591195,212500
jalan kuching,540000,3,2,1,Unfurnished,Condominium,1010,534.6534653,180000
jalan kuching,540000,3,2,1,Partly Furnished,Condominium,1009,535.1833499,180000
jalan kuching,460000,3,2,1,Unfurnished,Serviced Residence,858,536.1305361,153333.3333
jalan kuching,1180000,5,5,2,,Condominium,2190,538.8127854,236000
jalan kuching,680000,4,2,1,Fully Furnished,Condominium,1260,539.6825397,170000
jalan kuching,680000,3,2,2,,Condominium,1260,539.6825397,226666.6667
jalan kuching,860000,3,2,2,Fully Furnished,Condominium,1590,540.8805031,286666.6667
jalan kuching,650000,,2,1,Fully Furnished,Condominium,1200,541.6666667,
jalan kuching,798000,4,3,,Partly Furnished,Terrace/Link House,1470,542.8571429,199500
jalan kuching,580000,3,2,1,Partly Furnished,Condominium,1064,545.112782,193333.3333
jalan kuching,600000,3,2,1,Partly Furnished,Condominium,1100,545.4545455,200000
jalan kuching,655000,3,2,1,Fully Furnished,Condominium,1200,545.8333333,218333.3333
jalan kuching,483000,3,3,2,Partly Furnished,Terrace/Link House,880,548.8636364,161000
jalan kuching,875000,4,2,2,Partly Furnished,Condominium,1590,550.3144654,218750
jalan kuching,580000,3,2,1,Partly Furnished,Condominium,1050,552.3809524,193333.3333
jalan kuching,880000,4,2,2,,Condominium,1590,553.4591195,220000
jalan kuching,880000,4,2,2,Partly Furnished,Condominium,1590,553.4591195,220000
jalan kuching,998000,4,3,2,Fully Furnished,Condominium,1800,554.4444444,249500
jalan kuching,998000,4,4,2,Partly Furnished,Condominium,1800,554.4444444,249500
jalan kuching,590000,3,2,2,Partly Furnished,Condominium,1064,554.5112782,196666.6667
jalan kuching,590000,3,2,2,,Condominium,1064,554.5112782,196666.6667
jalan kuching,480000,2,2,1,Partly Furnished,Condominium,865,554.9132948,240000
jalan kuching,670000,3,2,1,Fully Furnished,Condominium,1200,558.3333333,223333.3333
jalan kuching,670000,3,2,1,Fully Furnished,Condominium,1200,558.3333333,223333.3333
jalan kuching,630000,2,2,1,Partly Furnished,Condominium,1125,560,315000
jalan kuching,600000,3,2,1,Partly Furnished,Condominium,1068,561.7977528,200000
jalan kuching,600000,3,2,1,Partly Furnished,Condominium,1068,561.7977528,200000
jalan kuching,1800000,5,4,4,Fully Furnished,Semi-detached House,3200,562.5,360000
jalan kuching,483000,3,2,,,Serviced Residence,858,562.9370629,161000
jalan kuching,550000,2,2,1,Partly Furnished,Condominium,975,564.1025641,275000
jalan kuching,550000,2,2,1,Partly Furnished,Condominium,975,564.1025641,275000
jalan kuching,550000,2,2,1,Partly Furnished,Condominium,975,564.1025641,275000
jalan kuching,550000,2,2,1,Partly Furnished,Condominium,975,564.1025641,275000
jalan kuching,898000,4,4,2,Fully Furnished,Condominium,1590,564.7798742,224500
jalan kuching,576670,3,2,2,,Serviced Residence,1018,566.4734774,192223.3333
jalan kuching,1550000,5,5,,Partly Furnished,Terrace/Link House,2720,569.8529412,310000
